Date,Product,Size,Location,Quantity,Price_per_unit,Total_Sale
2024-01-30,Latte,Small,Airport,1,3.72,3.72
2024-04-23,Americano,Large,University,1,3.18,3.18
2024-04-18,Espresso,Medium,Mall,3,2.09,6.27
2024-01-05,Cappuccino,Large,Mall,4,3.75,15.0
2024-04-28,Mocha,Medium,University,2,2.03,4.06
2024-04-29,Cappuccino,Medium,Airport,4,4.36,17.44
2024-02-02,Cappuccino,Large,University,1,2.92,2.92
2024-04-27,Espresso,Small,Mall,4,2.12,8.48
2024-03-05,Espresso,Small,Downtown,4,3.77,15.08
2024-01-18,Espresso,Small,University,2,3.19,6.38
2024-04-05,Latte,Small,Airport,3,4.92,14.76
2024-04-20,Americano,Small,Mall,3,3.63,10.89
2024-02-18,Latte,Medium,Mall,4,2.83,11.32
2024-01-11,Americano,Small,Mall,4,4.13,16.52
2024-03-25,Americano,Medium,Mall,3,2.81,8.43
2024-01-26,Cappuccino,Medium,Airport,3,4.71,14.129999999999999
2024-03-03,Cappuccino,Medium,Downtown,2,3.12,6.24
2024-03-29,Americano,Large,Mall,1,3.65,3.65
2024-03-26,Americano,Large,University,4,2.15,8.6
2024-02-28,Latte,Medium,Downtown,3,3.28,9.84
2024-01-27,Latte,Large,Mall,4,4.5,18.0
2024-02-18,Cappuccino,Small,Downtown,4,4.42,17.68
2024-03-17,Espresso,Small,University,3,2.67,8.01
2024-02-02,Americano,Medium,Mall,2,2.68,5.36
2024-04-07,Latte,Small,University,4,4.45,17.8
2024-04-14,Cappuccino,Medium,Airport,2,4.79,9.58
2024-04-08,Latte,Medium,Mall,3,2.29,6.87
2024-01-01,Americano,Small,Mall,1,3.35,3.35
2024-01-21,Americano,Large,Mall,1,3.01,3.01
2024-04-21,Mocha,Small,Mall,4,4.61,18.44
2024-02-24,Espresso,Small,Airport,3,2.25,6.75
2024-01-06,Mocha,Medium,Mall,2,2.63,5.26
2024-04-01,Cappuccino,Medium,Downtown,4,4.26,17.04
2024-03-21,Latte,Medium,Mall,3,2.15,6.449999999999999
2024-03-09,Cappuccino,Medium,Airport,3,3.48,10.44
2024-04-04,Americano,Large,Mall,2,3.33,6.66
2024-01-05,Mocha,Large,Downtown,4,3.0,12.0
2024-04-11,Mocha,Large,Airport,3,3.18,9.540000000000001
2024-01-03,Mocha,Medium,Airport,3,3.59,10.77
2024-02-22,Cappuccino,Medium,Downtown,3,2.48,7.4399999999999995
2024-01-23,Americano,Medium,Downtown,2,3.72,7.44
2024-04-10,Latte,Large,Downtown,4,4.42,17.68
2024-02-22,Latte,Medium,Downtown,4,4.28,17.12
2024-02-06,Cappuccino,Small,Downtown,4,2.46,9.84
2024-03-14,Mocha,Small,Airport,4,2.45,9.8
2024-03-14,Espresso,Medium,Airport,1,2.8,2.8
2024-03-23,Cappuccino,Small,Mall,1,3.08,3.08
2024-01-17,Cappuccino,Small,Mall,4,3.23,12.92
2024-03-25,Americano,Large,University,2,4.04,8.08
2024-03-18,Latte,Medium,Mall,1,2.17,2.17
2024-03-13,Cappuccino,Medium,Mall,3,2.1,6.300000000000001
2024-04-19,Cappuccino,Large,Downtown,1,3.18,3.18
2024-01-01,Mocha,Small,Downtown,3,4.09,12.27
2024-02-20,Mocha,Small,Mall,4,2.58,10.32
